"","business_id","latitude","longitude","name","review_count","categories"
"46","CqhsIZ7TzCfJTrZqg5-gqQ","33.5093736","-112.0409502","Armadillo Grill","133",NA
"47","rV1WnfnwepMajkwY4Vtoag","33.8526052","-112.2535638","The Hook Up Outfitters","4",NA
"48","_yGo2ubkwQPXcKrdcURSNw","33.4616372","-111.9850514","Phoenix Airport Marriott","29",NA
"49","hBhIdGHnOrybzw-VuGuBig","33.458239","-112.046129","Maricopa County Department of Public Health","5",NA
"50","ChmqODwuYP1ewjmWXtxtsg","33.6128817","-111.9777891","Nee House Chinese Restaurant","108",NA
"51","nBqXILuCGVZ4-aPuRKjCCg","33.407858","-111.8735293","Jalisience Mexican Food","4",NA
"52","qXafmRQz-kXnEKkjsLoAxw","33.4663","-112.09572","Crossroads of the West Gun Show","3",NA
"53","iVnEnR4uv2_J9VyV46boeA","33.218044","-111.791834","Traci Sewell Photography","3",NA
"54","IW9yHeqnFCEbO5s1UCrqeA","33.421824","-111.9602619","Arai Pastry","45",NA
"55","KUBfTctWDelcgQwW8t4GxQ","33.6411514","-112.2193658","Progressive Insurance","6",NA
"56","GtSBeSaMK9aNJT8Ka4GkDQ","33.5024039","-112.0131305","Glassman David I, DO MD","5",NA
"57","s9D-UVxljO05xWTI33MjnA","33.3144486","-111.8414264","KFC","4",NA
"58","2Bd3gy5lmINZ-2QxXVRLdA","33.456886","-112.395658","Blue Sky Java","7",NA
"59","Xa-NZsGIIU9BWrFetK0EvA","33.305681","-111.897553","Finish Line","5",NA
"60","TXOC9oDwBA9tI3vNBlkFbw","33.5560778","-111.8986846","Bridal Couture & Evening Wear of Scottsdale","3",NA
"61","-KF9RQPkmIOHfE0tzUu9bg","33.4809956","-111.909292","Dunkin Donuts","32",NA
"62","6w_k3NCXF_p8UTWDxpOF5w","33.349583","-111.910685","Boston Market","8",NA
"63","8ZFPlegggez_VSoBoqRFvg","33.4538238","-112.3944691","Andy's Barbershop","7",NA
"64","yvSVDO3llx9Eg2lNreJqmg","33.426767","-111.939894","Cactus Sports","6",NA
"65","Atbyj1_dXFUDysgvGKMdbw","33.3678487","-111.7561636","Paulene's Nails and Spa","10",NA
"66","1zM7busmXUfYrbNiIHIcuw","33.6304547","-111.9238128","CrackerJax","64",NA
"67","MwIM3O0p8V_y2ttXz0_xGw","33.2851838","-111.7171214","SunValley Pediatric Dentistry","5",NA
"68","MFxhYRVqFcEZC009-6yfOw","33.39926","-111.36425","Apache Trail Scenic Byway","25",NA
"69","_DZfwU9dE9Q5I1-1jiM1vQ","33.4671841","-111.9086242","Little Chicago Pizza","8",NA
"70","i52eORoeWujZ9y_w3Dos5Q","33.413158","-111.875779","Mekong Plaza","59",NA
"71","6QolvUp7cFFIWKRnJnh3GQ","33.5156179","-111.9264617","Centurylink","3",NA
"72","AZqwEahCRmVpyMm-OzueGQ","33.546","-111.96828","Two Hearts Nails Nail Lounge","5",NA
"73","z4GddMQN7_GqT8SYj4S0aw","33.5479748656475","-111.887101829052","Salt River Fields Balloon Spooktacular","8",NA
"74","9ggd0DySEZNw990JGaFSQQ","33.6397913","-112.2245556","Arrowhead Towne Center","53",NA
"75","lK408BRA42pDIwk89dxSVQ","33.63873","-111.92282","Residence Inn by Marriott","8",NA
"76","sSJeLgg3bQTR3vHkkJd9rQ","33.3068367","-111.7526399","New York & Company","5",NA
"77","9nJi8n5l7ufJZ9PbhNJT8w","33.2452024","-111.8396102","The Home Depot","13",NA
"78","EeQlS9VLlfWT25-MeYsJTg","33.669346032902","-112.18716137285","Rubio's Fresh Mexican Grill","21",NA
"79","4lmMryYEDFbRVLAJVSTKEg","33.710985","-112.200326","Planet Beach Tanning Salons","3",NA
"80","BuQUeOTJychkWdyqQfA7Gg","33.650633","-112.366189","Vicky Nails & Spa","3",NA
"81","rwMuRGUUsXBYv8Wgiw1Qpw","33.3944547","-111.9403732","Fyresite","4",NA
"82","yC3ydbHAJTZ22FZp4LynFg","33.3416423","-111.8590556","Jeepney Bistro","27",NA
"83","XRdwAqzuG_SwVFFlOzLmEQ","33.6075896","-112.355665","Red Embers Bar & Grill","13",NA
"84","xEqfRXaHgX-SpiTyB66anQ","33.3206467","-111.8040555","Greulich's Automotive","12",NA
"85","vSFo-dxhQN9gWMaGdiNNFQ","33.640187","-112.279832","Olivia Womack Photography","3",NA
"86","fHssE8P0JYd4sEcMTR9WdQ","33.306356000646","-111.718302519881","Two Guys Barbershop","21",NA
"87","IWwt0vm8lYbVoyGSPd2Z9A","33.3057949","-111.9677833","Rudy's Country Store & Bar-B-Q","265",NA
"88","oxsCvEkQNNIbOPDt_QK_0A","33.4941704","-111.9260519","Jewel of the Crown","69",NA
"89","tXYFkBqCwAvIj-fqJXlSvQ","33.419984","-111.828384","Phoenix Marriott Mesa","20",NA
"90","pSiR8m18iick2D7TFdmb-Q","33.3783016","-111.906522","Wong's Place","72",NA
"91","GBN0-wo_cHLnC_pwoOTIFQ","33.3194372","-111.9780314","Neo Tokyo","32",NA
"92","-NrEcXQ0qioMwkRsgoq8Kw","33.37876","-111.760998","Brewer Caldwell Property Management","9",NA
"93","rO1BrNjNKcbPlyAdhjGTiw","33.4804948","-112.0140708","Goodwill of Central Arizona","13",NA
"94","-8Z6AiHwXInpnl6Q1Ey_5w","33.638405","-111.979837","Palo Verde Bike Shop","4",NA
"95","iZpgRNPogioU5sEaDyl5uw","33.3637468","-111.9277022","Chopstick Express","60",NA
"96","lLC7pJSpnF9CDfL9Gbg-Sg","33.3931905135467","-111.683241238791","Winco Foods","8",NA
"97","Fo1ttGuJfqKkbUCBVSNxXg","33.640488","-112.18688","Cigar Inn","5",NA
"98","-_K8AE722c1u9Dsa8jo_vg","33.4153525","-111.603996","Tropica Mango Rare and Exotic Tropical Fruit Tree Nursery","6",NA
"99","Cr2JNnewX53TYd9w6qw6Jw","33.318913","-111.969608","The Habit Burger Grill","72",NA
"100","04SKYBXRAqeYIuuVDzwKNg","33.3490842","-111.9449183","Moe's Southwest Grill","10",NA
"101","U9mhPrFfu-r-Z-HiGDU7YA","33.6097586","-112.1825874","Children's Medical Group Ltd","3",NA
"102","NQ9k6FFG5IkylMdM8cQnmQ","33.639133","-112.145691","MG Pharmacy","4",NA
"103","C5u1iFCgPp5wENbxaqIQPA","33.342723","-111.815101","Simply Cinema","3",NA
"104","DDnmNTvIIQu2t3WZ2EQx-w","33.538748","-112.064759","Sierra Bonita Grill","191",NA
"105","Ih1TGSZyu2Q8htn2JA4tIA","33.415073","-111.726788","Bavarian Point Restaurant","42",NA
"106","FCcFT610nQBVcRdY-devQA","33.3020931","-111.8426128","Vintage 95","113",NA
"107","6n_YkYKnr5clOlVZ5Kerxw","33.3929657","-111.8969659","Pospisil Family Dentistry","5",NA
"108","50cJrzHLMDQiazc-w0V2gA","33.658204","-112.37738","Hampton Inn Surprise","5",NA
"109","hqfP4ovbIa3VIaaPFBeAyQ","33.378124","-112.068671","Discount Tire","11",NA
"110","532kW_MNHlg64rz0eIn-ug","33.6055208","-112.2840854","Arizona Neurological Institute","4",NA
"111","FYd577ZRO9xMdmpDL7XKcQ","33.4930193","-111.9173029","Our Lady of Perpetual Help Church","3",NA
"112","cEmQQibOSXDatgVuOPAy1w","33.3055764","-111.9008433","Ethan Allen Home Interiors","3",NA
"113","w5UduCXEjPr-uSmib5oPAw","33.610366241534","-112.235491275787","Carvers Steakhouse","11",NA
"114","2yMqb2Ey4PspeyLn4y2dHQ","33.3061923","-111.8893104","Officemax","5",NA
"115","X_J65cnN3jJWGYacyNwKGg","33.4039","-112.004661","The Barbecue Company","73",NA
"116","n6eQomjE3b7k3TqqD0kY6g","33.383123","-111.964485","Gap Outlet","3",NA
"117","vfzUNcV9B3RhDyuZp0I1pQ","33.6116171606128","-112.168478965759","Pullano's Pizza & Wings","73",NA
"118","0g0Z7doVpASXNiQDn9b6EA","33.4962205","-111.9641728","A Dog's Life Photography","5",NA
"119","X4lwZ6Msx9GvpDBElqsv8A","33.3366831","-111.7539547","The Home Depot","8",NA
"120","r_0k2yqAo1Z4tg_IgXr7Jg","33.3370939","-111.8760633","Gelato 64","75",NA
"121","7CaKZrLu_f0I4hkngBGxUA","33.5736474","-112.1246893","Just Relax","3",NA
"122","qK8WUOFeXavZ6q4sYNNLhw","33.4213961","-111.9083414","Bicycle Exchange","3",NA
"123","Y1eMoHPnhwoOcYsKxGl74g","33.5307752","-112.0148644","Loehmann's Inc","8",NA
"124","KKAbuwTTB1aNFSj8XpnEpw","33.5241286","-111.9276803","Olos Euro Medspa","6",NA
"125","qjmCVYkwP-HDa35jwYucbQ","33.5102068","-112.0272041","True Food Kitchen","560",NA
"126","2jg5fV6orXdfBW6420mA3w","33.422345","-112.081535","Leyvas Towing and Auto Repair","5",NA
"127","r2DS-PqOMA35EssB47SWNg","33.7108037","-112.2690577","Paradise Bakery & Cafe","8",NA
"128","GcBgWPwxAlo2l4M7BrBMyA","33.415059","-111.766533","Just Brakes","4",NA
"129","8ojKlhgQ4EmwB85tq9Dp-A","33.7157727993002","-112.134017944336","Designer Body Fitness","5",NA
"130","07UqHgBkJ4Kach2sVT2FdQ","33.597132","-111.715264","Cummings Termite & Pest Control","4",NA
"131","hAzND4GmUhiLlnZuNpS71g","33.345032","-111.96379","Spot Free of Arizona","7",NA
"132","AYUsvTmTcC31y36A2L3hPQ","33.5071469","-112.0744706","Landmark Towers","3",NA
"133","Xqh9wCLzlt7ChkrV9BdR2Q","33.4083235","-111.7887354","Domino's Pizza","4",NA
"134","Jje3kP5CNasYDSpH0NPRGQ","33.465665","-112.340224","NYPD Pizza","31",NA
"135","k8B-ZZZezlXYLE7YC7FvQg","33.5677316","-112.0722814","Mow and Clip Lawn Care","3",NA
"136","vYTzbaemujdD4K4p18hNlw","33.305824","-111.991311","Jungle Roots Children's Dentistry","5",NA
"137","eD3gubPVM3MyAXXnyE-K3g","33.354244","-111.964751","Craters & Freighters","3",NA
"138","zRxSXco0Fs42aPzR6rJSzw","33.3475081","-111.8591514","The Eye Center","4",NA
"139","y3V2jqKmvWjyo9Mc-Ipn4g","33.3774019","-111.908621","Pasand","35",NA
"140","R53UdKGf8uKUIqErS4vc0g","33.4948111","-111.9263601","Baja Fresh Mexican Grill","12",NA
"141","3RCa_Qq-j1yaySmdDvYwZw","33.3009563","-111.7560288","Metro Foot & Ankle","5",NA
"142","7cP7WFmWiTVh-raIL3N_Vw","33.4571599","-112.0699779","The Roosevelt","223",NA
"143","S0mTCni_l8jK0cYj8K8dLA","33.395303","-111.753355","Jack in the Box","3",NA
"144","ElEF5b3n27IBzbA4R-1M1g","33.379277","-111.564202","Brown Bear BBQ","3",NA
"145","W3VsNhHLMRj5ABMdMcpaUw","33.6228883","-111.9293764","Queen Creek Olive Mill Oils & Olives","11",NA
"146","U7KGTH26f4uyKXCHt4A4cw","33.3944702148438","-111.855865478516","Big Lots","4",NA
"147","VVxzmzGoRbjVV7P5bQcLfg","33.49536","-111.927458","Vapesky","3",NA
"148","gocKJln2Icy2IyCunB1eOA","33.4241412","-111.9400737","Churchill's Fine Cigars","9",NA
"149","ZXlO9S1MG2I-L5uLSF-nPA","33.6097856","-111.927307","Brennan's","12",NA
"150","-x_jL2OCWPdObGTOwIpN4w","33.3788385","-111.8120071","It's A Grind Coffee House","46",NA
"151","7KCLeDNdFDkdoA6MUavxwQ","33.370799","-112.585455","La Placita Cafe","17",NA
"152","-pujUWl_QknGnW6x_hvWUg","33.6045849725793","-111.722518801689","United States Post Office","3",NA
"153","2kZiyGqzB5Lnc0cZgHCOfw","33.584361","-111.979088","Orangetheory Fitness Paradise Valley","11",NA
"154","Zk584MLn3STVm1ZXpABSmA","33.3893280131367","-112.134177200496","Long Wong's of Laveen","7",NA
"155","y6uO4ydAwBHUujfiSktxZg","33.640246","-112.229329","Arriba Mexican Grill","69",NA
"156","uaL1-3F-L-BbgQalu8GVSw","33.8738718","-112.1502292","Yogurberry","13",NA
"157","LibQv6uJiktJh7U3beNA2g","33.6721301","-111.8905084","Flo's Hong Kong Food Market","3",NA
"158","iZdynPTpKwbX5O3uLeC9Gg","33.6403912","-112.1870284","Chicago Gyros","4",NA
"159","NliiPZFKgFIRb34Qb_H-TA","33.639896","-111.94439","Gio's Barber Styling Shop","4",NA
"160","tA2DT7CGQPzgA6tTcTkXDw","33.583142","-111.927321","Centro Paninoteca","33",NA
"161","q7w9tokdouwt0vEEzsRqxg","33.50291","-111.933098","Motel 6","13",NA
"162","UPbkeVTJR6C-1I7sCuUrmw","33.3927485","-111.9806909","El Mas Sabroso Mexican Food","9",NA
"163","E_8a66uqjHXsvb4tdGnkXA","33.3108974786259","-111.746526344185","DoubleTree by Hilton Hotel Phoenix - Gilbert","14",NA
"164","H0E9GjZqhEuWAIF1orTZ4A","33.617017","-111.9082629","Go Daddy","9",NA
"165","Kg2RgeF6l6gEem8XhTx5kQ","33.494524","-112.034284","A American Glass Company","3",NA
"166","xun1GBrZzChBLHY6NrsnMg","33.5095669","-112.042103","Discount Tire","53",NA
"167","yMUVflS-2SnOGafXmdHy6w","33.37844","-111.876416","Pho Ao Sen","165",NA
"168","OwdsyLWc_uPts_V2mQRD4w","33.6712285","-111.9252985","Discount Tire Co","3",NA
"169","5kW3gHsqag1WD6Z1_HD54Q","33.3784222","-111.6881169","Starbucks Coffee","7",NA
"170","cIPzndsbagQGj9U1sLqLtA","33.4105453536845","-111.860657930374","Goober Pet Direct","28",NA
"171","wqLEZpKy3qfE372OPAB4Pg","33.415885","-111.574489","Jack in the Box","3",NA
"172","LzreyGNkVTYw4JFuSxWstA","33.3205369","-111.8582011","Jerusalem","10",NA
"173","NleiJA9dpfKjhxe0cCD1MA","33.4680145","-112.3407907","Tastings Wine Bar and Bistro","6",NA
"174","m2N5lcfXv5I2TVcXcMTtOw","33.424858","-111.948854","Jaycee Park","5",NA
"175","_BO7_ulfZdLbknZBc1Tj0Q","33.4474291","-112.3410218","Wendy Jacks Hideaway","3",NA
"176","2e1jzfiHFGCRpV66gYNVbA","33.6547180970563","-111.926296949387","Whole Foods Market","138",NA
"177","L9UYbtAUOcfTgZFimehlXw","33.354768","-111.7898327","Liberty Market","523",NA
"178","Lw5HqHiaH8Xag5rIF6nDsw","33.4966643","-111.9308914","Goveias Salon & Spa","7",NA
"179","WEUgyNNslbwhqYgku8Gt3Q","33.625151","-111.9418184","Humble Pie","52",NA
"180","5wefpQ4OhJ4srP6j1vLTWw","33.468437","-111.925708","Darque Tan","9",NA
"181","JyqLejwP2CJ4KqdG9fOxDg","33.4952769","-111.9884173","Starbucks Coffee","5",NA
"182","ealuKGLqWQ8VsOU12hq4sA","33.442375","-111.955643","Cafe Roma","14",NA
"183","tbV2PnTuo7xo1O0RVFzhdg","33.457247","-111.989956","Palazzo Townhomes","8",NA
"184","Sodko0hlMg7F5doNJGKcWQ","33.667839","-112.125528","Claim Jumper","67",NA
"185","mBM3e0DHU9T2r_mfojSciQ","33.4065905","-112.0536037","Ross's Hooked & Cooked","3",NA
"186","bKRpIJvOxh65a-koMa1V7w","33.305515","-111.9027992","Wetzel's Pretzels","5",NA
"187","4dAvlk4JufJKX3bYB6YLCQ","33.655788","-112.3740267","Starbucks Coffee","13",NA
"188","60SySAM54mgQiuDUMdD-Xg","33.4272793","-112.3581358","Delta Airlines","6",NA
"189","ev8vAH833VRrhTKmj7ruSg","33.4583158","-112.0825491","Downtown Locksmith","3",NA
"190","9du6Q4vCoQm2tHJDTmWaSg","33.5036810605486","-111.925734227539","Optica Eyewear","3",NA
"191","HghAgkxoEpUNZNQbAY485A","33.639969","-112.010011","Chuck E Cheese's","5",NA
"192","3DIG0gD6rL7AmukW3cdeKg","33.4531321","-112.3415233","Brake Masters","4",NA
"193","xFPNicZcCicp8RVqz1Ic6Q","33.6223975","-111.928732","Kierland Massage Club","8",NA
"194","IMoQsloWZUCeC3Unw2j8KQ","33.3058134","-111.8743867","Lush Hair and Nails","3",NA
"195","XF1g7-1TyTMUMG1qMovlRg","33.538005","-111.88792","Guitar Center","13",NA
"196","1U__JyhW9eiZ2z4djki1WA","33.5096959","-112.0736666","The UPS Store","7",NA
"197","UtUXhKh7vOVvWJF48IzJvQ","33.6234604140552","-111.926204898515","P.F. Chang's China Bistro","86",NA
"198","ZYC0V0cbsrH3Mjhn-68qwg","33.497981","-111.927413","Ernesto Real Hairstylist","4",NA
"199","NJTIb6bro3gmfo7Gp6rDLg","33.4068759","-111.956194","Manuel's Fine Mexican Food","8",NA
"200","N8xl5Wroth6Z-JZlJHQwPw","33.4146786","-111.9293525","Domino's Pizza","5",NA
"201","4THtcoUYIAW0qBLH7ABG7Q","33.5991953","-111.9817259","See's Candies","6",NA
"202","W_KPYn5tKfAOY6Blz26acw","33.494467","-111.908098","McDonald's","13",NA
"203","g_tnebb_MhibQU6dC6J0GQ","33.651421","-112.15744","Bellair Golf Course Pro Shop","3",NA
"204","u3HMalNH-xBgZUXjnH3O6Q","33.6353186","-111.9221127","Cox Residential Digital Solutions Store","10",NA
"205","5ELF1BKGUhYbDd51WM4JGA","33.635712","-112.203594","Kmart","3",NA
"206","WHd8fLeMeWKUK6sPyeB-UA","33.3019012","-111.7430967","Logan's Roadhouse","43",NA
"207","WUZxVr_CaRqEQgzvyeK5tw","33.3406452","-111.9701824","IKEA","242",NA
"208","gBSqXouPT1SLn_PZlKlnJA","33.4442502","-111.9268045","Budget Truck Rental","6",NA
"209","HVKKDTan7kxtByDduTbuPw","33.4469505","-112.0736904","The Phoenix Police Museum","5",NA
"210","SkiQh32UtfsRBj_l7cGwOQ","33.4866","-112.02967","Mcdonald's","3",NA
"211","WSpyF97ml2SUqmoDDpyXHw","33.320551","-111.961268","Danny's Family Carousel Car Wash","3",NA
"212","-E6XYf1ce1NCtV3QQI-3xA","33.3883760240487","-111.85769784309","LongHorn Steakhouse","30",NA
"213","Q5sAi0_PmyUMEA0QZRzWdQ","33.3175083","-111.7896821","Subway","4",NA
"214","XEdBJi1WZzvatmkxFEIlOw","33.2905775","-111.8381304","Goodwill Industries Thrift Store","4",NA
"215","mkvWFODsaXHe5MXAyDnRWw","33.5973316","-112.0140001","Hammered Hog","3",NA
"216","rlrSUtmUnM84AVb616Qy6Q","33.5083646","-111.9788559","Berridge Nurseries","10",NA
"217","N2cfx1RDmXQehmmkGDsSoA","33.305062","-111.88871","Chevron","3",NA
"218","QujOdEd9_24YsQbVcwwszQ","33.4020704","-111.9660244","Rev Bistro","3",NA
"219","EFxaUHb6UwOpsvIIdZk-Ng","33.597378","-112.1197753","China Harvest Buffet","15",NA
"220","HHFjjljqoH5qs7Cy1i9R4A","33.6113056","-112.0983488","Filiberto's Mexican Food","10",NA
"221","LorMcT1SQi_jS361mSKKzA","33.4273797","-112.047902","CrossFit DTP","5",NA
"222","F5-k-QxSGuK3oGNMknFFDw","33.6390037","-111.9778169","The Home Depot","18",NA
"223","pz-jypT4fEPQKr9RZtVdAw","33.495978","-111.927635","KISS Back East Pizza and Beef Joint","14",NA
"224","-NGrzJp0dX5pK3qdGSaspw","33.335923","-111.790094","Cool Cuts 4 Kids","10",NA
"225","aACW1qAdOfgcU8yX61dOFw","33.331946","-111.980062","Macayo's Mexican Kitchen","40",NA
"226","URWorZgi-9E1ubknpZkndg","33.629192","-111.889479","Subway","3",NA
"227","skopXMkdzP5HEcMf66ROUg","33.4248296","-112.0234238","Swift Aviation Services","3",NA
"228","rPp509oz4oFEdncoo7v_HA","33.4671841","-111.9086242","Burgers & Bottles","34",NA
"229","od49_DFUJY9louGx80My-A","33.4947362","-112.0605131","Pancho's Mexican Buffet","28",NA
"230","7XfT2w9Eb2Xbu-iP4xulPQ","33.639628","-112.1524306","Einstein Bros Bagels","13",NA
"231","HTpBzBg3OLU-lQUqRIqoiw","33.349572","-111.957761","Chili's Grill & Bar","3",NA
"232","kP_NxoI4DyQ1y60i5xsTCQ","33.6537043","-112.065019","Bashas","13",NA
"233","HoAlrcdSmHn-QmqvOJzGSQ","33.352234","-111.835848","Servpro of North & West Chandler","4",NA
"234","_dVcQifVkqiJxqE7r4Qelw","33.5093586","-112.2023658","Value Village Thrift Stores Inc","5",NA
"235","ppoQDk5EQjOJBYNEzYp9Hw","33.5990883","-111.9819641","Party City of Paradise Valley","11",NA
"236","U5NuvuevF4GelzwXsIz_Lg","33.4463853","-112.0740435","Artlink","13",NA
"237","xbZo8aMOOobPRzHKqmA88g","33.7083348","-112.2726725","Barro's Pizza","20",NA
"238","L3BSpFvxcNf3T_teitgt6A","33.6291582","-112.3768022","Surprise Stadium","42",NA
"239","vujjKuD4Vls4xKLe5MJ63Q","33.6369667","-111.9222616","Rumbi Island Grill","20",NA
"240","COc06ScpJTN15NXMf4gkqA","33.510134","-112.081644","American Cleaners","13",NA
"241","SGGZ6l345YTww09IHxtoew","33.3293584260744","-111.979372836649","Ezekiel's Restaurant","50",NA
"242","LpIXmgHvAO6eQpeQe8PRTQ","33.640488","-112.18688","Tubi Nails","3",NA
"243","lSlfbGPYtQ8bARSEiN9cYw","33.6390070108248","-112.417117894439","Taco Bell","4",NA
"244","PHRBJdf5j2GqW92ArnORRw","33.4528292","-112.0685027","Phoenix Tequila Festival","5",NA
"245","gfhO1Q1c7QCigu7waVpeSg","33.3490394","-111.9100097","Pollack Tempe Cinemas","89",NA
"246","a-U3SLb6j_M3AYzMAKwK_g","33.38772","-111.789873","Super 8 Mesa / Gilbert","3",NA
"247","N4KDipEdv7lCYYtFv-oKyg","33.63636","-112.371913417969","Celebrity Tanning","4",NA
"248","vWoCMo8hrglD_ChW8z3brg","33.8676856","-112.1506236","C & R Tires Automotive","5",NA
"249","joxWCp6dgN-kTE9GMziwjA","33.3880679","-111.841425","Mango Thai","31",NA
"250","PsO7ilfx0aA9SgcAqA4New","33.4500675165041","-111.965902447701","Riverwalk Apartments","4",NA
"251","E6HzAdx2vyZVyuNoa4-Xaw","33.422522","-111.864506","Los Picos Parrilla Restaurant","45",NA
"252","Y3eSWKC4W9X_2HYzOvEQDw","33.401362","-111.728268","Woolf Eye Center","4",NA
"253","-Nd5eId2iqnFvAMNgRBgpA","33.41572","-111.798461","Casa Ramos","70",NA
"254","icv5iqXr_tSGcqSxomXbVA","33.2611314","-111.8604649","Starbucks","10",NA
"255","HLbtxdO4NjwrByexahGKbA","33.351069","-111.857927","Oriental Foot Spa","8",NA
"256","yaLFW1Q8EH1Y5LlKKmLFqA","33.4938477","-112.2805827","Desert Bloom Medical Center","5",NA
"257","bfDQai9X59uWK-XgP0t6rA","33.344158","-111.963722","Dos Gringos","65",NA
"258","qAORECtABjr_FsvSzy1apw","33.678131","-111.969461","Smashburger","42",NA
"259","_EdSQOkATuCtZ5y5A2m0rw","33.6415429","-111.9770624","Arby's","3",NA
"260","ctrgV3Yn-DGWhF9_DCukaA","33.4874332689855","-112.123429011287","Shamrock Towing","3",NA
"261","tVeQQiToNbFm7kwuBEZPNg","33.626939","-111.891094","Cool Cuts 4 Kids","4",NA
